,정제된 댓글,label
37557,제가 너무 좋아 하는 분들이 나와서 대담을 해 주시니 너무 반갑고 해서 시청 후기를 간략하게 남기고자 합니다 서툰 어부는 폭풍우를 두려워 하지만 능숙한 어부는 안개를 두려워 한다 라고 합니다 라는 기업이 있다고 가정해 봅시다 이 기업의 장기적인 주가흐름의 핵심 변수는 미국 금리 인상 코로나 확진자 증가 우크라이나 전쟁 유가 상승 환률 급등 외국인 폭탄 매도 등일까요 아니면 라는 기업의 전분기 대비 실적 전년 동기 대비 실적일까요 혹은 작년에 주당 배당금이 원이였는데 올해는 배당금이 원으로 인상 된 것일까요 서툰 어부 는 폭풍우로 인한 파고를 두려워 합니다 파고는 변동성을 말하며 이번 월달과 같은 높은 변동성을 두려워 합니다 하지만 능숙한 어부 는 바다에는 늘 파도가 있다라는 사실을 잘 알고 있으며 그 파도의 파고를 어떻게 극복하는지를 잘 알고 있기에 높은 변동성은 문제가 되지 않습니다 진정 두려운 것은 파고 보다는 앞이 보이지 않는 안개 입니다 우리들이 지금 주목해야 할 것은 파고가 높지 않는 바다에서만 향해를 하겠다 라는 타이밍 잡기 보다는 향해를 하다보면 폭풍우도 만날 수 있고 높은 파고를 만날 수도 있다라는 사실을 정확하게 인지하고 그럼에도 불구하고 높은 어획고를 달성 가능한 지역을 찿아 낼 수 있는 안목과 지금 어떤 종목을 잡아야 할 것인지를 판단할 수 있는 통찰력을 키우는 것이 더 중요한 일이지 않나 싶습니다 이런 관점에서 매우 유익한 대담이었다고 생각이 되네요 좋은 대담 동영상을 올려 주셔서 감사합니다 꾸벅,1
37558,주식을 직장생활하면서 시작했는데 년전 아직까지 잘 살아남아서 하고있습니다 작년에 우연히 알게된 이후로 매일 꾸준히 보고있고 점점더 많은 지식이 쌓여갑니다 항상 좋은 컨텐츠 만들어 주셔서 감사드리고 내년에 대학생이 되는 아이에게도 꼭 시청하라고 전할께요 프로 화이팅,1
37559,삼프로 가 준비한 다양한 프리미엄 콘텐츠 삼프로 년 한정판 다이어리 투자의 정답을 찾는 책읽기 시즌 사경인의 실전투자 아카데미 리마스터 하반기 투자전략 세미나 온라인 사경인 회계사의 성공투자 로드맵 차영주 소장의 터틀트레이딩 구매 갓건영 오건영 팀장의 부의대이동 구매 코로나 투자 전쟁 책도 있습니다 부동산에 관심 많으시다면 김학렬 소장의 이제부터는 오를곳만 오른다 초보 투자자가 절대 하면 안 되는 행동은 광고문의 광고문의 경제의신과함께 삼프로 신과함께,1
37560,윤센터장님 몇번 들어도 좋습니다 다른 채널도 찾아 듣습니다 감사합니다,1
37561,월 일까지만 오종태 강환국 서로 달라 더 좋은 시너지 패키지 구매시 만원 상당의 혜택 증정 수강료 만 천원 즉시 할인 강의 외 가지 추가 혜택 무료 제공 수강 기간 추가 연장 회 제공 더 늦기 전에 수강신청하기 오종태의 투자 신세계 주가를 결정하는 가지 변수 이해하기 구매시 도서 복잡계 세상에서의 투자 증정 지금 바로 수강신청하기 강환국의 자산 배분 전략 시간만에 만드는 나만의 주식 투자 알고리즘 구매시 도서 거인의 포트폴리오 알고리즘 백테스팅 이용권 증정 지금 바로 수강신청하기 강의 공급 및 기업 단체구매 문의 지식인들에게 배우는 일프로 구독하기 채용공고 확인 및 지원 방법 광고문의 광고문의 강의 및 서비스 문의 경제의신과함께 삼프로 신과함께,1
37562,난 탁월한 선택을 했네요 역쉬 난 깨어있는 할머니 내자신이 뿌듯해요 이재명 찐 지지자 삼프로 첨 들었는데 멋진 방송 감사합니다,1
37563,비트코인 사기꾼들 아프리카 티비 비제이들 수사 해 주세요,0
37564,흥국증권 최종경 팀장님 짱요 설명 좋고 알아먹기 좋네요,1
37565,객관적 인 경제지표에 기반한 논리적인 해석 항상 감사드립니다 매번 볼때마다 부족함을 느끼고 많은것을 얻어갑니다,1
37566,삼프로 주식대학 봄학기 염블리의 친절한 주식 기초 교육 미주미 장우석 본부장 이항영 대표의 미국주식 완전정복 강의 신청 삼프로 시장전망과 주도종목 삼프로 주식대학 업종 기초 교육 강의 신청 교재 구매 구매하시는 교재는 강의 신청 시 첨부되는 교재와 동일한 내용입니다 이벤트 참여하기 염블리 종목검색식 주식상품권 광고문의 광고문의 강의 및 서비스 문의 경제의신과함께 삼프로 신과함께,1
37567,바이오 산업 과학발전 우주경쟁 다 좋은데 다른선진국처럼 천년역사의 클래식함도 산업적으로 잘 유지되었으면 좋겠다 우리나라는 역사는 깊은데 다른나라에비해 유산이 좀 많이 없 나 경제성장해도 역사의 고급스러움이 더해지거나 하면 좋을텐데 과거를 좀 잊듯이 성장하는것 같은 듯한 그런 좀 아쉬움,1
37568,이 여자 정상이아님 나라 거덜낼사람,1
37569,좋은 영상 항상 감사드립니다,1
37570,주린이도 이해하기 쉬운 설명 감사합니다 주식뿐만 아니라 경제 전반에 대한 흐름을 삼프로 티비 덕분에 조금씩 눈 떠가고 있습니다,1
37571,김프로님 멋짐 뿜뿜 오늘도 좋은말씀 감사해요,1
37572,시대흐름을 잘알려주어 좋습니다 앞으로도 많은 정보 기대하겠습니다,1
37573,부동산값이 폭등한이유 년정도 이어진 저금리 과대출 열기 갭투자 투기현상 대한민국 경제가 좆같으니 주식시장으로 흘러가야할 돈이 부동산 같이 안전자산으로만 쏠리는것 이게 가장 큰 문제지 이걸 왜몰라 미친,0
37574,시간이 어떻게 갔는지 모르게 시청했습니다 참으로 이후보는 경제 고수로 느껴지는 영상이었습니다 아마도 지도자로 위치해도 괜찮을것 같네요 두세번 더 시청하고프네요 삼프로는 출연료 톡톡히 지불해야 될거 같네요,1
37575,너무 재미있네요 아이를 어떻게 키워야할지 많이 고민해봐야겠습니다,1
37576,프로 구독자 만 격하게 축하합니다 지속적인 발전을 기원하며 응원합니다,1
37577,항상 느끼는건 안교수님은 정말 명강사이십니다 유익한 방송 잘 들었습니다,1
37578,무식한 곰탱이보다 똑똑한 늑대가 낫다 라고 느끼는 두후보의 비교영상 잘봤습니다,1
37579,비판 불평만하고 자신의 정책이 없네 저보다도 경제 개념도 없어보이네요,0
37580,러시아 이란 말레이시아 사우디 브라질 베네수엘라 중국 시스터즈 잘 배웠습니다,1
37581,삼프로를 보는 시간은 제 과거에 대한 묵상이 시작됩니다 그림 그린다는 이유로 경제에 게을렀다가 늦게 얻은 아이에게 가난을 물려 주는게 아닌가 싶어 년전부터 경제에 대한 공부를 하고 있습니다 붓은 늘 놀리고 있는 거고 귀가 뚫려 있음이 얼마나 고맙던지요 살의 청년이야기와 그에 따른 조언들 이 세상이 참 아름답네요,0
37582,결국 투표는 거대 양당 중에 하나로 가게 되겠지만 정의당과 같은 포지션이나 존재 가치를 폄하해서는 안된다 현재 잘못 하고 있는 부분이 있다면 수정해 나갈 일이지 소수 정당이 소외되는 것은 국 스러운 일이다,0
37583,작년부터 퀀트 했는데 종목선정부터 투자까지 길게잡아도 하루저녁이면 가능 그런데 퀀트가 먹힐까 이런의문 때문에 퀀트이론서 암기하고 백테스트 몇번씩 돌려보는데 시간이 걸려요 나를 설득하기가 어려움 심지어 퀀트킹 만드신분도 퀀트보다 더벌고 싶어 개별투자한적이 있음 내머리속의 근자감이 넌 퀀트 안하면 연 벌수있어 유혹을 함 너무불안하면 반드시 자산배분하고 장세 판단 또는 시즈닝투자 곁들이면 돈을 범,0
37584,처분소득의규모가 커진게 집가진사람들 때문은아니잖아요 이정부의 뚝심이 가격을 올리도록 방치한거져 처분소득규모가넘커져 문제일수있으니 양도세를 내리는것도 걱정이다 부작용이 커지도록 뚝심있게 계속방치하고있었던 정부가젤 문제져,0
37585,미국은 건물 사이즈에 따라서 주차장 사이즈가 어느 정도 되어야 건축허가가 나옵니다 주차장을 다른 용도로 사용하면 불법이고 벌금 나오고 원상복귀 해야합니다,0
37586,정프로님 프로 듣다보면 정말 주식 질문에 매력적인 모습에 글 남깁니다 골프연습장에서 듣다가 정프로님의 프로 위치 멘트에 매력 느끼고 열광합니다 좋은 정보 늘 감사합니다,1
37587,학력차별을 철폐하여 학력 인플레를 없게 해라 쓸데없는 대학교육을 하니 가임여성들이 졸업장 따느라 허송세월 보내고 고졸 출신들은 좋은 배우자 만나기 어려우니 헛돈들여 대학공부 부모들은 뒷바라지에 몰빵하니 서로가 힘들어 회사내에서 학력 차별을 없애면 간판따러 누가 지잡대 가겠냐 세상 살아가는 상식이나 지혜는 고등학교만 졸업해도 훌륭해 청춘들의 연애도 필 받을때 해야 결혼할 확률이 높은데 나이들어 이것저것 재다 보면 만혼이나 비혼으로 갈 가능성이 높고 만혼은 자녀 명 낳기도 바쁨 출산지원을 위한 여러 제도도 좋지만 내가 주장하는 것은 학력사회 철폐 고등학교 나와도 좋은 일자리 얻을 수 있고 승진에 차별이 없다면 누가 돈들여 대학에 가겠는가 대학은 꼭 갈 사람만 가도록 하여 이 땅의 대 젊은이들이 빨리 결혼할 수 있도록 주거 양육 문제를 지원하여 주면 됨 고졸 출신 노무현 대통령에게 몇 학번이냐고 물어서 공개적으로 하대하는 검사같은 부류의 인간들이 이 땅에 존재하고 그런 사회 분위기가 있는 한 출산율 저하는 선택이 아니라 정해진 운명이다,1
37588,안철수 이양반 여태껏 이미지때문에 별로 관심을 주지않았는데 미안함이 듭니다 앞으로 이재명후보와 토론이 엄청 기대가큽니다,1
37589,깔끔한 설명 감사 합니다,1
37590,나만의 삼프로 가 되었으면 했는데 어느덧 국민의 곁으로 성큼 다가온 품격있능 유튜브 채널이 되었네요 개인적으로 아쉽지만 항상 감사하고 응원 합니다 이번 대통령선거는 그 분의 일방적인 승리로 끝날듯 합니다 여담 댓글 구경하러 왔다가 조회수까지 올려 줬네요,1
37591,너무나도 감사합니다 코로나로 인해 외국에서 고립된 생활을 어쩔 수 없이 하고 있는데 이렇게 따듯한 옆집 수다 듣는것처럼 미소 지으며 듣고 있습니다 귀한 컨텐츠 감사합니다 힐링과 경제 거리감 있는 두 단어인거 같은데 역시 에서 해내셨군요 경제 아빠 삼촌 포레버,1
37592,정프로님 득녀 축하드립니다 완전 초보 주식투자자인데 삼프로티비는 매일 빼먹지 않고 시청 중입니다 앞으로도 유익한 정보 소개해주시고 승승장구하는 삼프로티비가 되길 바래요,1
37593,박병창부장님 진솔한 조언 참고하시기 바랍니다 어제 티비에 대기업 다니면서도 저녁에 배달등 투잡 쓰리잡하는분들을 봤습니다 작은돈이라도 꼭 고정수입 나오는 직업을 가지시고 주식은 작은돈으로 시작해서 가진 능력을 잘 발휘하시길 바랍니다 글구 가정을 지키는게 최우선입니다,1
37594,댓글보고 안볼까 고민했는데 투자는 감정이 아니라 이성으로 해야하는 거 같다 중국에서 수익을 낼 수 있는 것들만 얻어가면 될듯,1
37595,최파고님이 믿고 떠나신 이유를 알겠네요 앞으로 잘 부탁드립니다,1
37596,마이크 세팅이 좀 아쉽네요 이재명 후보 말이 좀 뭉개지는 듯 본인들만 좋은 마이크 두고 이런,1
37597,시원시원한 말투가 딱 제스타일이네요 감사하게 잘 들었습니다,1
37598,최준영 박사님 모르시는게 없네요 디테일하게 다 알고계시니 탄복합니다 대단한 박사님 덕분에 강의가 귀에 속속 귀여운 이프로님,1
37599,해박한지식을 가늠할수 없는 한계의선을 초월한 느낌 특히 부채 를 얘기할땐 평상시 못느낀 결기까지 보이시네 정말 삼프로분들께 무한한 감사를 보냄니다,1
37600,감사합니다,1
37601,오늘도 즐겁게 듣고 갑니다 감사합니다,1
37602,이재명후보님의 전천후해박하고방대한지식정보수준에 진짜놀랐습니다 진짜로 경제가 정치가맞습니다맞고요 이재명님은 앞으로가 기대되는 역량을만반으로갖추신 미래융합형행정가이신게맞고요 내년 대한민국을 살림할 대통령의 최적임자이십니다 잘 들었습니다,1
37603,좋은 컨텐츠 감사합니다 갓도기님의 귀여움은 덤인가요 귀여움 좋아요,1
37604,삼프로 주식대학 봄학기 염블리의 친절한 주식 기초 교육 미주미 장우석 본부장 이항영 대표의 미국주식 완전정복 강의 신청 삼프로 주식대학 업종 기초 교육 강의 신청 교재 구매 구매하시는 교재는 강의 신청 시 첨부되는 교재와 동일한 내용입니다 삼프로 주식대학 겨울학기 기말고사 이벤트 참여하기 염블리 종목검색식 주식상품권 광고문의 광고문의 강의 및 서비스 문의 경제의신과함께 삼프로 신과함께,1
37605,윤석열 내가 이럴 줄 알 삼프로 티비 감사합니다 잘봤어요,1
37606,예를들어 네패스 실적이 그렇게 좋은데 왜 안오르는지요 요즘 같으면 다팔고 해외주식 사고 싶네요 방송에서 그렇게 좋다 그래서 목표주가 한참먼 주식을 사도 사기만 하면 물리네요 내가 그래서 중소형주 안하는이유 입니다,1
37607,필요한 재원을 뭘로 마련하냐고 물으니까 딴데로 새 버리네 뭐 배정을 구조조정해 배정은 지출하고 쓰는 건데 동문서답이네 말이여 뭐여,0
37608,안철수 대표를 보면 믿음이가고 참 편안합니다,1
37609,아 인내심 테스트 괴롭다,0
37610,오늘도 감사합니다,1
37611,아쉬운 부분이 늘 있겠습니다만 웬지 손님 끌려는 영업 코멘트로만 들리는지 좋은 기업을 사고 투자하는 의미는 얼마든지 찬성 입니디만 기업의 모랄 펀드매니저의 모랄에 대해 어떻게 개선 할 건지에 대해서도 반성을 같이 해야 하는게 맞지 않을까요 직접 투자에 좋은 기업 펀드 투자에 열심히 굴려 주는 매니저 과연 한국 과 미국을 비교 해 주시면 좋겠습니다만,1
37612,보면서 내가 말을 알아듣는 능력이없나 생각했네,1
37613,메리크리스마스 어느덧 삼프로와함께 투자시작한지 년이 다돼가네요 앞으로도 쭉 좋은 컨텐츠 부탁 드립니다,1
37614,삼프로는 늦게 알게 되어서 년 가까이 출퇴근 시간에 좋은방송 행복하게 시청하고 있는 입니다 물론 김프로님 고민상담소 애청자고 매불쇼 팬입니다 그래서 정프로님은 매일 번 이상은 꼭 뵙고 있네요 어느샌가 팬이 되어있더군요 두아이의 아빠로 셋째 공주 출산을 진심으로 축하드립니다 대단하세요 삼프로 머그컵 기념으로 진심 받고싶어 댓글 남겨봅니다 앞으로도 두 방송에서 쭉 좋은 모습 기대합니다,1
37615,박현상 차장님은 각 종목의 특징을 돌려 하는 말 없이 시원하게 알려주시니 혼자 공부하는데 시간 절약이 됩니다 감사합니다,1
37616,선진화네 좋아지네 어쩌구하는 양반들이 정작 자기들은 투자 하지 않으면 정말 심각한 모럴헤저듭니다 분명 자기 입으로는 좋아진다고 했음에도 자기돈 투자하기엔 별로라는 거죠 말과 행동이 다른 겁니다 이런 사람들이 우리나라 경제 중축인 증권시장에 손을 대서는 안됩니다 선진화 정책입안자들 치고 아무도 한국주식 투자하는 사람이 없으면 정말 볼만 하겠네요 부동산도 팔라고 하면서 본인들은 안파는거 같던데,0
37617,장의성 선임매니저님 멋져요 감사합니다,1
37618,좋은 내용소개 감사합니다,1
37619,개인적으로 역대급 방송이었습니다 정말로 감사드립니다,1
37620,정말 노랫말 처럼 힘이 나네요 좋은 음악 감사합니다,1
37621,김프로님의 조언이 참 좋습니다 징징이들에 대한 코치같아서 일반 투자자들이 기억해야할 좋은 조언 감사합니다,1
37622,삼프로 감사합니다,1
37623,저는 집중력이 약한가 봅니다 끝까지 못보고 갑니다 삼프로님들 고생하셧어요,0
37624,항상 애청하고 있습니다 축하합니다,1
37625,최고의 스펙과 인생 자체가 미래 기술과 경제의 흐름을 정확히 읽을줄 아는 유일한 대통령 안철수,1
37626,트렌드 부 기대합니다,1
37627,엉친아 최정철님덕분에 어렵지만 유익한 정보 잘들었어요 대신 노발대발해주셔서 감사요,1
37628,만 축하드립니다 평소에 잘보고 있습니다 만까지 무난하게 가셨으면 좋겠네요 화이팅,1
37629,삼프로 덕분에 주식에 관한 여러가지를 알게 되었습니다 늘 진심으로 감사드리고 늘 번창하셨으면 좋겠습니다,1
37630,정말 멋진강의 멋진상담 마음에와닿습니다 감사합니다 유명하신 전문가님들의 진심담진 말씀 힘이납니다 감사감사합니다,1
37631,삼프로가 국가를 살렸다하여 들어왔습니다 고생하셨습니다 확연히 두호보의 답변수준이 들어나네요 감사합니다,1
37632,재미있게 잘 들었습니다,1
37633,지는해가 어떤 섹터인지 알려주세요,0
37634,경제문제도 심각하게 차이가나지만 국방 외교도 진짜 잘못하면 순식간에 나라 말아먹게 생겼더만,0
37635,말싸움 잘하는 사람이 유리한 토론문화에서 이런방식이 참 신선했습니다 프로 감사합니다,1
37636,통찰력있는 좋은 강의 잘 들었습니다 학제간 연구 가치와 이익의 조정,1
37637,이 프로 보고도 이재명이 집권하면 공산주의가 된다느니 헛소리 할 수 있을지 혁신이 아닌 독과점으로 이득을 취하는 것을 방지하고 기업을 투명하게 하는게 기업을 죽이는건지 다시 한 번 생각해 보시길,0
37638,위 안 화 승 부 를 사 생 결 단 중 국 은 강 제 로 오 억 이 죽 어 도 괜 찬 아,0
37639,작년에 월부터 거의 매일 함께하는 방송인데 심지어 아들이 안들으면서 왜 켜놓아요 하는데 댓글 처음에 잘쓰다 댓글 쓰는분들도 많아지고 안쓰다가 들어와보니 진행자 얘길 하시는 분들이 그냥 필요한것만 들으심 되지않나요 고맙고 늘 도움되는 누가 이렇게 나의 주식생활 경제생활에 도움을 줄까요 좋은소리 새겨듣고 재밌는 말씀 개그프로다 생각하고 듣고있으니 제작진들 모두모두 건강하시고 애써주세요,1
37640,아 제발 한번에 알아들을수 있게 사전 질문내용 답변인데 왜 이렇게 질질 아무도 알아 듣지 못하게,0
37641,요즘 주말마다 김프로님 방송에 감동 받고 감화 받고 있어요 감사합니다,1
37642,지혜롭네,1
37643,많이 아쉽네요 그동안 감사했고 얼른 다시오시길 기다려봅니다,1
37644,삼프로 가 준비한 다양한 프리미엄 콘텐츠 삼프로 주식대학 업종 기초 교육과 실전 투자 전략 삼프로 년 한정판 다이어리 투자의 정답을 찾는 책읽기 시즌 사경인의 실전투자 아카데미 리마스터 하반기 투자전략 세미나 온라인 사경인 회계사의 성공투자 로드맵 차영주 소장의 터틀트레이딩 구매 갓건영 오건영 팀장의 부의대이동 구매 코로나 투자 전쟁 책도 있습니다 부동산에 관심 많으시다면 김학렬 소장의 이제부터는 오를곳만 오른다 초보 투자자가 절대 하면 안 되는 행동은 광고문의 광고문의 경제의신과함께 삼프로 신과함께,1
37645,한번 믿고 맡겨 볼만한 후보,1
37646,표가 분산될까 걱정이라는 것은 거대 양당이 만든 프레임입니다 표가 나뉠까 어찌하지 못하다가 거대 양당만을 선택하게끔 만든 국민이 정신차려야해요 안그럼 지금처럼 국민만 피흘리며 질질 끌려갑니다 안철수 찍으면 안철수가 된다 라는 생각으로 우리 모두가 힘을 모아야 합니다 차악과 최악에게 투표하는 것이 사표이고 지금의 나와 후세대에게 죄짓는 것입니다,0
37647,진짜 꿀잼이에요,1
37648,재밌어요 의미와 재미 그리고 진솔함,1
37649,자본주의는 항상 재부팅이 필요합니다 화폐 발행량은 계속 늘어나는데 주기적으로 재부팅해서 가끔씩 화폐 강세를 만들어줘야 사람들이 화폐에 대한 신뢰가 사라지지 않죠 연준이 물가를 계속 방치한다면 장기적으로 달러에 대한 신뢰를 저버리는 것인데 그것은 미국의 이익에 위배되는 것이라 자산시장의 붕괴는 예정된 수순입니다,1
37650,조영무 연구위원님의 명쾌하고 다양한 각도의 인사이트 감사합니다,1
37651,유동원본부장이그래도 꾸준하게 미국상방주장한 거의유일한분인건 인정해야함,1
37652,매번 좋은 인사이트 받아갑니다 감사합니다,1
37653,노예들의 적은 노에임 그래서 일정이상 위로 올라가면 세상 가지고 놀기 좋아지지 노예들은 완전 바닥 갈때까지 정신 못차림 바닥가면 세상 한 번 뒤집어 지는 것이고 하지만 노예들은 남 좋은 일만 시키고 좀 좋아지는듯 하다가 다시 바닥으로 그렇게 역사는 반복,0
37654,이런분이 맡으신 곳이라면 제 자산을 믿고 맡길 수 있을듯하네요,1
37655,주주는 죽어나가는데 분위기 화기애애하네 주주의 이익과 경영자의 이익이 일치되는 미장이 답이다,1
37656,년차 주식시장에서 그나마 꾸준히 수익내면서 살아남고 있는 사람으로 염승환님께 한말씀 올립니다 염승환님의 성실성은 정말 탑급으로 인정한답니다 하지만 님이 통찰력을 지닌 전문가는 아니란건 본인스스로 잘아실거예요 개미에대한 진정성도 어느정도는 인정합니다 하지만 본인스스로도 과대포장된걸 알텐데 공중파나 유명프로에 섭외온다고 무조건 나가는건 자제해주세요 님은 실력여부를 떠나 유명인이 됐기때문에 초보 개미투자자분들이 님의실력을 떠나 성실성이나 이미지를보고 무조건 따라하는분도 많으니까요 이만 글 줄일께요,1
37657,윤후보가 경제 전문가나 행정 경험이 많지 안은걸 감안하더라도 훗날 국가를 이끌어야 할 수장으로써 더군다나 가장 중요한 경제 부분에 대해 많이 미흡한게 보입니다 본인의 수준답게 편하고 이해쉽게 말했으면 오히려 다가올텐데 너무 치장하려는 말투나 단어조합이 불편한건 저뿐일까요 암튼 두후보 고생하셨습니다,1
37658,최고의 힐링시간이네요 감사합니다,1
37659,염이사님 감사합니다,1
37660,와 이진우 기자님 부동산관련 질문 날카로운거 보소 그걸 또 받아치는 이재명 후보 엄청난 내공이 느껴집니다 아쉬운 점이 없지는 않지만 굉장히 나이스한 답변이자 정책방향인 듯 하네요 이재명 후보의 이런 훌륭한 정책과 사상과 후보의 의지를 효과적으로 보여줄 수 있는 방법이 유튜브 채널이란걸 알게 되었네요 다른 유명 채널에도 출연하시는게 어떨지 싶습니다,1
37661,유태인의 패밀리 뱅킹은 다들 칭송하지 않았던가요 한국에서는 패밀리 뱅킹이 죄악시 되네요,0
37662,녹화본을 보는데도 화장실도 못가고 봤습니다 넘 재미났습니다 감사합니다,1
37663,외 금리를 올려도 금리가 올라가지 않는다 연준의 행동을 잘 설명해주는 문장이네요 존경합니다,1
37664,제가 매일 출근하면서 듣고 있습니다 한국 경제 및 글로벌 경제를 이해하기에 제일 좋은 채널이라고 생각합니다 내년에도 좋은 방송으로 뵙겠습니다,1
37665,김프로님 에서 나오실때 너무 잘생기셔서 꾸미면 티나시는 칭찬 미남이시네용,1
37666,정말 이 모든 경제의 순환을 이해하기 위해서 혼자서 노력 하셨을 시간과 노력에 고개 숙여 집니다 본인이 이해하기 어려웠기때문에 고민이 많으셨기에 이렇게 설명을 쉽게 해주실수 있는것 확실하니까요 이런 강의를 들을수 있는 유투브가 있는 세상 너무 감사한 마음입니다,1
37667,만 돌파 넘 축하 드립니다 경제 개념이 없던 저에게 너무 많은 지식을 그것도 최신 정보를 아침 저녁으로 방송해주셔서 넘 고맙고 감사합니다 특히 세분의 진행 실력은 다른 어떤 경제 방송 채널보다도 우수합니다 보통 경제 채널을 보면서 느끼지만 좀 더 깊이 있는 내용을 이야기 해주지 않아 불만이 항상 많았는데 이 부분을 경제의 신과 함께에서 해결 해 주셔서 넘 좋았었습니다 만이 되는 그날까지 항상 응원 하겠습니다 경제의 신과함께 파이팅,1
37668,한마디로 멋있다,1
37669,장우석본부장님 좋은 말씀 항상 감사드려요,1
37670,확실히 미국증시 코로나 전보다 거의 두배 올랐음 주식걱정할 때가 아님 실업률 프로대 물가지수가 프로 코로나 년동안 달러 미친듯이 품 이거 금리인상해도 몇년해야됨 기대인플까지 완전 죽여놔야 다시 금리인하할 여력이 생겨 장기호황 기대할 수 있음,1
37671,코로나 충격 그 당시 이후로 하루 빨리 바뀌어 가는 세상의 발걸음에 맞춰서 고품격 방송을 하루도 빠짐없이 전해주셔서 감사합니다 앞으로도 무궁한 발전과 좋은 양질의 정보를 전해주실 것을 믿어 의심치 않습니다 삼프로도 따뜻한 연말되세요,1
37672,머리큰자식있는분들 다 공감하실거 같아요 박부장님 말씀 너무 좋은데 대화가 잘될지 응원합니다 감사합니다,1
37673,시장은 증권사 수수료 및 세금으로 다 빼고 나면은 남는것도 없는 시장년속 입니다 기울여 진 운동장 유지하는 거력층 잘 뽑고 투표 신중하게 해주세요,1
37674,삼프로에서 히든카드를 꺼냈군요,1
37675,박차장님이 왜 거기서 나오세요 일단 잘 볼게요 감사합니다,1
37676,하루하루 바쁜 일과중에 그래도 짬을 내어서 무언가를 할 수 있는 시간은 출퇴근 시간입니다 출퇴근 시간에 무엇을 해야 보람있게 시간을 보낼 수 있을까 많은 고민을 하던 중에 삼프로 티비를 접하게 되었죠 평소 경제쪽에 많은 관심이 있었기에 아침 저녁 출퇴근 시간에 압축적으로 경제 시황과 핵심들을 청취할 수 있는 삼프로티비는 저에게 꼭 맞는 채널이었습니다 요새는 회사를 그만두고 다른 일을 준비중이라 아침 저녁시간에 맞추어서 듣지는 않지만 여전히 제 하루 일과의 일부분을 알차게 채워주는 삼프로티비입니다 항상 양질의 콘텐츠 감사하고 세분 그리고 제작진분들과 출연해주시는 모든 게스트분들 화이팅입니다,1
37677,조회수 미쳤다 감사합니다 삼프로,1
37678,굉장히 실용적이고 현실적인 정치 감각을 가지고 있는게 이재명 후보 같아요,1
37679,얼굴만 봐도 신뢰가 갑니다 절대 사기를 치거나 등 처먹을 인상이 아님,1
37680,오늘 게스트님 너무나 명료하게 쉽게 설명 잘해주시네요,1
37681,솔직히 해외주식거래하던 사람으로써 양도세 뭐 낼 수 있지 생각은 하고 있었는데 어차피 해외주식은 만원 공제에 프로 세금입니다 근데 듣다듣다보니 이렇게 황당한 답변과 궤변은 처음보네요 대체 이런분은 왜 섭외하신건가요 저런 분들이 정책 결정에 참여를 했다니 오히려 양도세를 도입하는거 자체가 정말 비논리적인 사고의 결정체로 보일 지경입니다,0
37682,박세익 전무님 감사합니다 김단테 더 열심히 하겠습니다,1
37683,수준을 알게 되어 감사합니다,1
37684,이거야말로 시황에 대한 진짜해석 결국 개인은 저가분할매수 상승시 분할매도로 대응할수밖에 없다 이런대단한분들의 분석도 결과를 해석하는것이므로 한방의욕심이아닌 꾸준한 대응만이 살길이 아닐까 생각되네요 어쨌든 건영이형은 최고야 늘짜릿해 새로워 뜬구름잡는 이코노미스트 애널리스트 다필요없어 형이최고,0
37685,좋은말씀 감사합니다 많은 위안받고 갑니다,1
37686,심금을 울린다 는 표현을 함춘호님의 기타연주를 듣고 이해했습니다 마음결 하나하나가 울리면서 나의 어깨를 들썩이게 만드네요 감사합니다,1
37687,삼프로 정말 감사 합니다 전문가의 초딩의 차이를 알게 되었습니다 역시 선택이 나라를 살린다는 생각이 들었습니다,1
37688,하모니카 멋지세요 지루하고 힘든시기 위로받습니다 탁월한 섭외 김프로님 최고세요 이러니 토요일 을 자꾸 기다리지요,0
37689,김현준 대표님 투자철학 감사합니다,1
37690,나 구 삼 구독 좋아요 누르고 갑니다 댓글들 보고 내가 이해력이 딸리는게 아니란걸 알고 안도하게 되네요,1
37691,이틀동안 들으니까 조금은 더 이해가 되는것같습니다 감사합니다,1
37692,우리 삼프로님들 언제봐도 멋지십니다 감사합니다,1
37693,너무나 상세한설명 이재명 정말 믿음이 갑니다,1
37694,박병창 부장님 진심어린 조언 감사합니다,1
37695,박병창부장님 저도 책 구매했습니다 나오자마자 주문해서 품절되기전 받았네요 잘 읽겠습니다 감사합니다,1
37696,이런문제는 다루기가 넘 어려워요 가볍게 할 이야기가 아님 상식선에서 할 이야기도 아니기도 하고 뻔하고도 불편함,0
37697,이프로만 진행안하면 좋은 프로인데,1
37698,왜 개미가 물적분활 하는 화학 때문에 이 불안한 장에 더욱 더 상처를 받아야 하는지 슬프다,0
37699,처음으로 카카오로 염부장님 감사합니다,1
37700,중국은 정말 싫다 안씨가 중국편 안들면 좋겧지만 중국에 홍수가 나니 한국공기가 얼마나 좋아졌나 한국인 폐를 새까맣게 해논 중국싫다 대만은 독립해야한다 대만사람을위해 중국에 흡수되면 대만은 얼마나 하향평준화 될껀가 홍콩도 마찬가지 티벳 만주 도 독립 야 증말 듣기역겹다 중국이 나라냐 코로나 밝힌 젊은 의사 그렇게 처참하게 죽이고,0
